,clusters,x,y,Cluster_count,Fx,Fy,magnitude
1091,1090,559.7521293103448,-49.27580258620689,116,-74025.0682,148006.65057,165486.19076818685
1092,1091,451.7434462365592,-34.78272580645161,186,16190.625900000005,207144.07441,207775.85020932864
1093,1092,443.54758441558437,-132.29157142857144,77,-22605.2713,83332.73524,86344.3284363631
1094,1093,519.5946666666667,-134.21771875,96,-59831.380089,182924.53220000002,192460.84932770932
1095,1094,-83.58587575757576,-826.6547272727273,33,-9932.433099999997,209390.934,209626.373504572
1096,1095,-49.375499999999995,-863.7392115384615,52,-67741.40580000001,-20874.96871,70884.85295465989
1097,1096,2652.996927083333,-132.56613645833332,192,-275118.6535,-756757.421714,805215.5418413595
1098,1097,2799.2133333333336,-92.09380952380953,42,-113041.98819999999,-33055.70263000001,117775.93375801326
1099,1098,2711.824090909091,-190.8895909090909,22,-54484.9569,-13773.3514,56198.894448047104
1100,1099,2720.400588235294,-156.75238235294117,34,36769.012,-1027.3400000000004,36783.361332696935
1101,1100,2765.2218749999997,-141.93643749999998,48,-22232.4371,15962.986540000002,27369.658358877583
1102,1101,-1821.4109090909092,-610.4727272727273,22,-18227.7385,19021.926,26345.476263940614
1103,1102,436.74758823529413,1269.2685294117646,34,11353.654000000002,-64871.3319,65857.38501968989
1104,1103,142.49772000000002,875.77424,25,-103141.91500000001,-17300.0157,104582.71928520253
1105,1104,279.8457935368043,924.6141113105924,557,-1724010.75088,489538.96955,1792166.6975641237
1106,1105,981.2191428571429,-2384.1604761904764,21,-34749.747,-24608.1233,42580.566564009125
1107,1106,1178.4283333333333,-2505.083,30,8348.308,6744.37892,10732.23618261378
1108,1107,1041.9271260504202,-2545.9570588235297,119,-22010.25798,29119.013829999996,36501.622193785915
1109,1108,942.388761904762,-2555.493095238095,42,-19085.8565,1636.1698000000001,19155.85993770638
1110,1109,1025.2263780487804,-2481.017926829268,82,413746.7173,221331.42283999998,469226.96513830597
1111,1110,972.0578070175438,-2289.132192982456,114,-214946.34693,26929.10400000001,216626.65741038136
1112,1111,856.2380882352942,-2575.354705882353,34,-33883.965000000004,-11658.6883,35833.61685621174
1113,1112,837.412217948718,-2540.128846153846,78,-215197.235,239379.6431,321888.8992840986
1114,1113,915.9251578947368,-2499.062514619883,171,31443.513000000003,22475.063495000002,38650.00632452019
1115,1114,985.5498354430381,-2442.550126582278,79,230667.5451,254262.54165,343303.0096704346
1116,1115,926.13185,-2402.2889999999998,20,-43154.234,-18379.44169,46905.136061660305
1117,1116,920.1443999999999,-2344.9353333333333,30,-3907.431199999999,-46124.9598,46290.171042396774
1118,1117,1095.32,-2470.7062499999997,48,-117097.8074,43182.2285,124806.2552763831
1119,1118,1195.238350515464,-2445.4889690721648,97,-78648.24123700001,75688.9108,109152.90682232748
1120,1119,759.2072909090908,-1913.3843636363636,55,15739.637999999999,94188.6653,95494.71647880037
1121,1120,1101.582656641604,-2339.3827568922306,399,-315808.437211,366470.15366999997,483771.9943781032
1122,1121,791.8558918918919,-1866.1683783783783,37,-46887.557499999995,39218.8843,61127.44010714495
1123,1122,710.0051807228916,-1968.2189156626507,83,-182984.32292,-46596.320700000004,188823.93793496653
1124,1123,673.0588585858586,-1945.1327272727272,99,-171461.3668,-38058.682,175634.4601167472
1125,1124,1132.9639393939394,-2440.6860606060604,33,-29830.521,-691.412600000001,29838.53271383966
1126,1125,1071.3832558139536,-2415.106395348837,86,50699.6933,51524.271397,72285.61021189332
1127,1126,845.0278589743589,-1891.8194871794874,78,21598.3779143,146046.2505,147634.67483500505
1128,1127,1922.3942857142858,1470.1634285714285,35,24931.297800000004,70300.9319,74590.82139245232
1129,1128,1971.9299999999998,1475.2045,20,-29948.73,1366.8429999999994,29979.904743003255
1130,1129,2032.695625,930.7035,32,12951.1401,5053.3246,13902.090468803359
1131,1130,870.2643703703703,-2034.2581481481482,54,-109482.743,38179.1169,115948.76446977741
1132,1131,1706.6903703703704,714.2824444444444,27,-20683.6096,13509.724,24704.743444152344
1133,1132,1646.9902222222222,671.3509407407407,135,12569.722260000004,63047.665369999995,64288.45951102761
1134,1133,965.3813846153846,-2044.9515384615383,52,-31762.109800000002,-42268.500400000004,52872.088525157174
1135,1134,939.6667218543046,-1922.1291390728477,151,-20641.827400000002,91971.11437,94259.06278375046
1136,1135,1617.8713978494625,-418.11226881720427,93,32529.408046999997,202847.84953,205439.55910883803
1137,1136,961.992923076923,-2121.151346153846,52,-26128.918500000003,16614.95893,30964.128313666915
1138,1137,1032.0600909090908,-2240.4288181818183,110,-165461.17746,77720.32568,182805.49846833077
1139,1138,1001.2503255813954,-2184.6320930232555,43,8183.727899999998,18742.1107,20450.919681820986
1140,1139,-1401.1204347826088,480.3253043478261,23,-37607.333,8831.871200000001,38630.47300080959
1141,1140,561.0247435897436,2178.8915384615384,39,-41826.6769,-77089.30399,87705.36865072527
1142,1141,-248.17929032258064,412.42109677419353,31,-108012.0343,194999.4481,222915.64393942605
1143,1142,630.7839455782313,2050.1994217687075,294,622223.5509,68942.31455000001,626031.3011584294
1144,1143,-109.94250344827587,852.7205172413793,29,-1520053.856,-835275.0138,1734430.1870698223
1145,1144,119.61484736842105,1016.2394342105263,76,-402279.2768,15150.34922,402564.466420248
1146,1145,-35.8434375,928.7911666666668,24,-17627.3124,2662.77155,17827.296339453245
1147,1146,-1712.235523809524,-121.84982095238095,105,-58014.5694,117726.32209999999,131244.72247622136
1148,1147,-2253.260980392157,367.8517058823529,51,24391.1968,-370022.1027,370825.14338683354
1149,1148,-921.1581229508197,-1435.4177049180328,122,163586.5006,1112790.8222,1124750.619982539
1150,1149,-1018.4285185185186,-1439.0716858237547,783,-143042.95914999998,1280555.17435,1288519.6322590306
1151,1150,-81.06731739130434,706.5715217391305,23,8756003.9392,-1255296.8233999999,8845528.536957193
1152,1151,2355.5014285714283,484.0790357142857,28,-184226.762,-60223.72756000001,193820.52831995313
1153,1152,538.5332105263158,2289.927368421053,38,-4836.759899999999,-2756.7960000000003,5567.240835087342
1154,1153,527.666918032787,2328.619180327869,61,-70498.86,-233556.07348,243964.19557118366
1155,1154,87.685536,1051.1852000000001,25,-33166.944,17963.670000000002,37719.22075239673
1156,1155,421.979875,1208.86,24,86586.3285,4432.783000000001,86699.72230771562
1157,1156,298.0252857142857,1285.4361904761904,21,-3266.7809999999995,-12611.7739,13027.996738051565
1158,1157,778.0143777777777,1258.4988888888888,45,134189.0812,-53122.349,144321.49346711318
1159,1158,-896.7854666666667,402.67296296296297,135,72196.42899999999,736403.92366,739934.4992242185
1160,1159,-1312.6571929824563,488.2705087719298,114,-506613.732441,458344.40640000004,683181.5781883829
1161,1160,785.0681904761905,1129.7461904761903,42,4205.04409,-21856.567900000002,22257.40227803223
1162,1161,830.916575,1181.699,40,66216.52369,18145.168599999997,68657.66638264628
1163,1162,883.3859019607843,1113.5529411764705,51,25562.283300000003,-29282.07621,38869.91529033356
1164,1163,-556.8127179487179,351.64156410256413,39,-96025.61110000001,67979.1536,117652.38336430264
1165,1164,-1920.529,-252.29436,50,-53951.505,30761.2066,62104.884858221165
1166,1165,451.64696428571426,1168.0248214285714,56,14613.1259,-26512.637349999997,30273.14631520592
1167,1166,29.9263934375,657.80171875,32,-14161.0991,-67183.31809999999,68659.55839244676
1168,1167,339.4264375,1313.983125,32,-11763.397299999999,8344.147,14422.285019900843
1169,1168,-372.33707692307695,460.3970512820513,39,-74158.51212,30280.32493,80102.3282914958
1170,1169,-431.02563694267513,413.0151082802548,157,-138046.7665,291513.31479,322547.55066650116
1171,1170,852.7147765957446,1799.0003191489361,94,139985.3019,-31735.085780999998,143537.45301335666
1172,1171,86.35322173913043,720.0887536231884,69,-65350.740600000005,-44603.92340000001,79121.61069923664
1173,1172,-535.785358974359,414.7916666666667,39,-24928.1381,2547.433999999999,25057.962589105835
1174,1173,-516.6501875,452.8792291666667,48,-17253.975000000002,30306.997499999998,34874.2562754481
1175,1174,408.8956190476191,1485.71,21,17349.1511,11352.484149999998,20733.353329035617
1176,1175,808.9466206896552,1721.8610344827587,29,57642.986688,-1581.142640000001,57664.66792032163
1177,1176,1102.5716949152543,-888.0752033898304,59,39980.07000000001,253983.7514,257111.1665650131
1178,1177,-1839.672602739726,-300.25713698630136,73,-331391.98363000003,1014077.6953,1066852.4822669656
1179,1178,425.52669590643274,1755.4334795321638,342,318637.13405,-167861.65585,360148.80077587586
1180,1179,501.97886363636366,1191.9772727272727,22,43923.0189,22393.728900000006,49302.23811690959
1181,1180,295.15539344262294,1384.0603278688525,61,197326.10762,30503.3564,199669.84624656083
1182,1181,647.4674583333333,1705.2795833333332,24,58638.450000000004,121202.1739,134641.8760136992
1183,1182,303.7519864864865,1092.1008108108108,74,-68828.45790000001,132697.1953,149485.45834755438
1184,1183,370.7080384615384,1462.991923076923,52,98509.6787,-5874.651100000001,98684.69143248089
1185,1184,314.58344999999997,1488.1115,20,24041.83,750.1248000000005,24053.52940764567
1186,1185,328.75249253731346,1421.4314925373135,67,140616.1432,108106.88230000001,177369.66406087868
1187,1186,-514.2387222222222,-1135.4111111111113,36,-53005.618,6109.261900000002,53356.52369227887
1188,1187,719.3210787401575,1727.5611023622048,127,219328.4102,-12433.0411,219680.52265017433
1189,1188,692.3582564102564,1200.6984615384615,156,248368.41509999998,-81615.59359,261434.455908807
1190,1189,364.7479761904762,1524.0021428571429,126,225112.22762,-31405.59802,227292.38133081477
1191,1190,131.13381967213115,659.2780163934426,61,72778.9101,-73345.07972,103326.03967285805
1192,1191,-246.2066551724138,622.7923793103448,29,3611.321600000002,-35688.1667,35870.41798063713
1193,1192,714.3781538461539,1493.212051282051,39,84610.20629999999,4739.5761999999995,84742.84980270705
1194,1193,523.5071944444444,1998.4419444444445,36,48417.0873,-18987.1702,52006.98967273139
1195,1194,594.4247954545455,1216.8302272727271,44,30246.5952,-28578.06332,41612.04422177061
1196,1195,742.514794117647,1883.3141176470588,68,172015.93409999998,99846.0707,198893.73901288328
1197,1196,221.9981560283688,615.2067872340426,141,-86372.4408,-7234.189089999996,86674.86383917416
1198,1197,196.32114285714286,657.130392857143,28,23999.247,-28417.153700000003,37195.40940729693
1199,1198,-81.96617173913044,983.7144420289854,138,-115460.4882,363480.70068999997,381378.2166163606
1200,1199,672.6885789473685,1929.91,38,188815.411,40047.94,193015.7945074509
1201,1200,596.2573989501312,1898.3699212598424,381,801004.49278,80298.67309,805019.3006094696
1202,1201,-30.973927272727273,1044.6827272727273,33,-42069.3426,8674.891800000001,42954.4332349745
1203,1202,-284.8859,541.5489,90,-132840.98881,95629.93031,163682.04507249413
1204,1203,86.87538813559321,454.01625423728814,59,-33218.1235,-59650.92868,68276.47487420318
1205,1204,561.9457959183674,1639.7937755102041,98,132309.2957,-692.4427900000017,132311.10764273518
1206,1205,-187.37540170940173,518.1337606837607,351,-554584.1925,678665.09092,876441.6308028327
1207,1206,588.8604736842105,1376.1066666666668,57,184891.489,-42657.5262,189748.5895761568
1208,1207,631.8661374999999,1479.449375,80,177598.86993000002,-24710.37403,179309.679563362
1209,1208,479.1799456953642,1524.0226490066227,755,1237962.27911,-103086.95453,1242246.966063309
1210,1209,694.3968695652175,1310.5065217391304,23,64074.008200000004,1133.1902999999993,64084.028018451536
1211,1210,-61.864695454545455,640.6950454545454,22,-9505.3411,-5971.574599999998,11225.471599479211
1212,1211,683.7346,1396.44225,120,242956.0042,-16238.270900000003,243498.0521865672
1213,1212,622.5107395833334,1336.3554166666665,96,211922.84932,37575.686499999996,215228.31198486342
1214,1213,-68.3986758064516,577.0660322580645,62,24837.897100000002,-51043.4426,56765.783398185245
1215,1214,-26.857260454545454,604.3542121212121,66,-85120.27566,3388.377100000001,85187.68941464601
1216,1215,-114.88644,530.7439333333334,30,-19272.289,-14225.077659999999,23953.579225922625
1217,1216,460.3813238095238,1333.8457142857142,105,157138.8393,-8025.0822800000005,157343.6263791832
1218,1217,21.22506595945946,415.67164864864867,74,-76124.3181,43959.5987,87905.39303168509
1219,1218,523.2992571428571,1389.8105714285714,35,53699.0435,-34364.84599,63753.66587680517
1220,1219,552.6663736263736,1289.8042857142857,182,429102.63269,-47534.53333,431727.46176307794
1221,1220,-642.3507878787879,636.3734545454546,33,-62243.3568,-4057.3938000000003,62375.45919815248
1222,1221,-49.67261860465116,418.08206976744185,43,-27673.46167,51827.36025,58752.83611268684
1223,1222,-19.98991041025641,457.76534615384617,78,-101077.4391,33408.918419999995,106455.6458108654
1224,1223,-444.2524171122995,690.7928743315508,374,-94378.414074,351753.44484,364194.68831921526
1225,1224,-34.47825425352113,514.6234084507042,142,-370314.8932,173863.01678,409098.3607026188
1226,1225,57.82955043269231,564.7389038461538,208,-501280.2096,-9457.939880000007,501369.42583627254
1227,1226,471.9106423841059,2253.927086092715,151,36536.063,-19656.39138,41488.041911178545
1228,1227,-659.39855,473.79015,20,-9468.318000000001,10129.226,13865.434183904954
1229,1228,-682.6099585121602,522.8620128755365,699,144370.88702000002,294699.66289000004,328162.83203071804
1230,1229,181.01292,1907.1127999999999,25,-24934.536,-13809.14115,28503.043080273364
1231,1230,11.740723077922077,1017.8843636363637,77,-5418898.2725,-3923162.4154,6689967.251437831
1232,1231,157.7066,1419.737411764706,85,-150499.5008,-68121.492,165198.7815129254
1233,1232,135.90252173913044,1479.2966666666666,69,-134982.4828,18974.2978,136309.55447016686
1234,1233,-337.21245627376425,648.8264106463878,263,48727661.931480005,-25052100.5616,54790444.23854514
1235,1234,-461.5791875,534.7030208333333,48,10671.183499999997,36208.36398,37748.10961357978
1236,1235,-368.1288181818182,549.7241818181818,33,20297.1818,-41256.6239,45979.17577173717
1237,1236,-446.60159756097556,586.9106097560975,82,-12183.9268,42512.0391,44223.54057182314
1238,1237,1485.7655128205129,1411.3597435897436,78,-13637.0697,-43523.91175,45610.31203603464
1239,1238,491.64880000000005,589.44175,20,46045.905999999995,38927.7491,60295.89628949375
1240,1239,-249.57928,728.65856,25,-6653.0484000000015,7798.0476,10250.492641068931
1241,1240,338.3989259868421,702.9676842105264,608,-209175.7167322,-49302.499278999996,214907.46126085377
1242,1241,140.58840909090907,1607.385,22,-15757.663,890.6929999999993,15782.815884430067
1243,1242,-117.04097586206896,915.8498965517242,29,-709081.5263,-616880.44891,939860.6807327035
1244,1243,434.7663902439024,687.0666585365854,41,16434.055,8229.95635,18379.617658317333
1245,1244,476.40900000000005,541.8847916666667,48,-82557.3508,-2091.8652999999995,82583.84873295507
1246,1245,440.4514901960784,619.3714052287581,153,-76266.4828,-1570.461920000001,76282.65038214695
1247,1246,104.37848170220484,1189.4893385490755,1406,-7895704.411443,-4771837.362289,9225647.942828605
1248,1247,228.2531935483871,1334.4145161290323,93,-104309.1954,14799.685300000001,105353.8747743737
1249,1248,-265.172250755287,813.9584108761329,331,-695743.8154900001,39979.192752999996,696891.5214334042
1250,1249,-158.07396,907.7831600000001,25,8455.894999999999,11063.74777,13925.109513723939
1251,1250,390.0684887218045,2097.164736842105,133,-54820.9731,103794.428,117382.37676703479
1252,1251,411.2152975778547,2167.0257439446364,289,-121904.8854,498491.669881,513181.00707755645
1253,1252,338.39232608695653,1890.8141304347826,46,-18891.49,-15012.445529999999,24130.10392044172
1254,1253,-835.9549318181818,-1529.7884090909092,44,-47838.839,-8654.29252,48615.34012932183
1255,1254,-892.5017971014494,-1528.1254347826086,138,-218904.02889,99975.00684,240653.22739770598
1256,1255,237.25454777070064,1510.1574522292995,157,-203623.1928,-54305.21754,210740.26975908686
1257,1256,175.71166666666667,1553.2883333333334,42,-21039.766,6394.671810000001,21990.079147023655
1258,1257,263.0627317073171,1577.1573170731706,41,-51441.436575,-4915.8296599999985,51675.78522040941
1259,1258,311.93091034482757,1662.7386206896551,145,-190536.6524,-108283.29294,219156.30823165525
1260,1259,334.83436,2060.2724,25,6032.4907,-18567.802900000002,19523.172093152152
1261,1260,300.07102127659573,2025.9782978723404,47,-16689.61556,-15175.3324,22557.348713691594
1262,1261,439.7895945945946,1992.0172972972973,37,82581.1986,-324.8760000000011,82581.83763169732
1263,1262,255.4057804878049,1690.2343902439025,41,-59199.777,17244.0773,61660.13135550478
1264,1263,239.80454838709676,1638.0267741935484,31,-48308.036,-27754.3571,55713.28997834912
1265,1264,266.0295238095238,1731.9680952380954,21,-37253.8703,-3293.0276,37399.129443124526
1266,1265,208.91909090909093,1805.3527272727274,22,-39096.369,-20820.301900000002,44294.59380320927
1267,1266,181.3371612903226,1633.468387096774,62,-68868.897,-52513.94698,86606.23304020826
1268,1267,358.031,2009.25,22,-14062.2554,-7743.295600000001,16053.21318876095
1269,1268,269.7677754749568,1885.9106908462868,579,-872855.15668,-359530.72411999997,944001.3062115534
1270,1269,203.48783823529413,1753.2585294117648,68,-87198.9867,-47342.187792000004,99221.70138855597
1271,1270,196.0359658119658,1696.1884615384615,117,-191557.098,3278.7724099999996,191585.1563736037
1272,1271,-644.2557692307691,-1222.1102564102564,39,225542.15300000002,-69258.5924,235936.46475503687
1273,1272,-584.5053108108109,-1228.0995945945945,74,892992.8193,-585191.735,1067654.2240040419
1274,1273,1012.2295925925927,446.12051851851857,27,-8756.0371,-503.0246000000011,8770.474299875781
1275,1274,1023.2987083333333,494.431875,48,26306.8111,-3118.996439999999,26491.063569509923
1276,1275,1060.376956521739,600.2319565217391,23,91102.515,31056.5487,96250.59717467053
1277,1276,1142.5448296296297,592.4382192592593,675,212156.06169,662996.6197455,696114.0081235043
1278,1277,-638.9616382978724,406.8146808510638,47,727328.501,1361320.9745,1543438.22162746
1279,1278,1203.5834285714286,1168.0225714285714,35,-48571.7002,-34839.86657,59774.79705472937
1280,1279,1251.1202816901407,1149.574647887324,71,29914.7727,-41046.453,50790.795717077264
1281,1280,1409.5270454545455,1102.125909090909,44,163452.94326,261383.2719,308282.4670484945
1282,1281,1328.575625,1071.5390625,32,-14668.93375,14622.359,20712.09791611584
1283,1282,1280.5570175438597,1083.8301754385966,57,30713.874499999998,15458.420199999995,34384.65997914649
1284,1283,1223.101686746988,1071.1554216867469,83,167520.7029,120519.22382,206368.76994905339
1285,1284,1165.8590140845072,1056.565633802817,71,192317.8058,57017.849299999994,200592.05758584765
1286,1285,1438.659375,1239.4975,160,-94231.37776,-83084.54553,125628.79550674067
1287,1286,325.35045,574.92345,20,-34505.4,22043.7565,40945.69366601685
1288,1287,-710.2150476190476,-1204.5247619047618,21,171743.006,82652.2251,190596.56456478196
1289,1288,-887.9725044247788,-1156.2661061946903,226,842702.28842,-615442.4664776,1043511.6561171402
1290,1289,-786.4777916666667,-1183.1379166666668,24,20093.5179,-30113.8482,36202.11754870513
1291,1290,-742.9584693877551,-1149.9642857142858,49,165659.43879999997,105329.685,196309.42974225705
1292,1291,-1060.87525,-1282.52575,40,-66274.1997,48908.2806,82366.7982692287
1293,1292,-964.6591199999999,-1165.3452,75,342374.57658,-288979.24308,448028.29555668024
1294,1293,-1048.6860000000001,-1213.495,30,32153.642999999996,223726.615,226025.3415383542
1295,1294,-1002.4775595238095,-1234.4566666666667,84,-143769.6077,-17415.286699999997,144820.55209484286
1296,1295,-919.732225,510.02692187499997,320,-124186.71337999999,-298486.19185,323289.87999199925
1297,1296,-1756.0886821705426,-788.3330620155039,258,-234228.01958,-4043.8634099999954,234262.92491055344
1298,1297,-2056.082093023256,-689.8272713178295,129,32055.25483,67253.9585,74502.57912405422
1299,1298,-970.0651264367816,43.79476436781609,87,13279.81891,170661.63366,171177.53004931004
1300,1299,-1926.3927272727271,-778.5937272727274,22,1128.1651800000004,-21516.84,21546.395528230805
1301,1300,684.4793584905661,-1845.2935849056603,53,187876.9872,101918.40400000001,213740.78551660696
1302,1301,592.152852631579,-1867.3262105263157,190,35470.768390000005,-36446.6586,50857.982001667915
1303,1302,159.03779866666667,-65.53700666666667,150,-28506.846299999997,-13767.54098,31657.313066774994
1304,1303,-1863.250769230769,-776.3715,26,13377.505,-22665.768,26319.09343147763
1305,1304,-262.41025,-950.7518055555556,36,-3602.2186000000042,102208.749,102272.20712875608
1306,1305,-225.27021739130436,-969.6497826086957,23,-15082.86476,61814.2386,63627.768333222084
1307,1306,-1827.139,-667.5224000000001,20,-71340.341,-13341.1941,72577.07430043013
1308,1307,-1948.3120588235295,-694.716,34,-234619.16856,298334.852,379538.9810989743
1309,1308,-1832.5618604651163,-702.9487906976744,43,-30991.41824,35463.47,47096.981951792885
1310,1309,-1906.2077215189875,-708.0422025316456,158,-1055449.219,-5691.276959999995,1055464.5633658883
1311,1310,-2011.8813636363636,-180.05079545454544,44,-22919.2438,-37483.974500000004,43935.63565809068
1312,1311,-1979.4417999999998,-308.56138,50,-79546.4509,204126.20380000002,219077.94258798682
1313,1312,-2008.5611320754717,-248.51799056603772,106,-339772.5939,603538.99621,692607.2014581632
1314,1313,1616.2381481481482,844.3592592592593,27,24224.609,6241.226299999999,25015.686817089245
1315,1314,-771.35352,220.59527999999997,25,-15955.981,16555.627080000002,22993.088476418092
1316,1315,2009.9598360655739,554.0379590163934,122,-124236.60538299999,-68352.12759999998,141798.26326347562
1317,1316,2267.2701923076925,521.1759615384616,52,-600578.776,1868797.51498,1962931.231138035
1318,1317,-1236.2092803030303,-721.0008598484849,264,670365.9374,3100243.1434,3171891.8705127537
1319,1318,-1693.184074074074,-945.8019444444444,54,-110053.739,-65302.367379999996,127969.62394768771
1320,1319,-1368.8952631578948,-711.6448421052631,57,-51037.5754,-83103.40550000001,97524.40775727949
1321,1320,-1392.6036842105264,-924.4488157894737,38,1274.0388999999996,108273.1463,108280.64178245304
1322,1321,-1534.1323529411766,-1005.6312352941177,68,-441513.911,-389614.0903,588840.957276931
1323,1322,-1457.9746268656718,-977.2865223880597,67,-210834.06765,-87481.31009,228262.9704899757
1324,1323,-1649.5618181818181,-998.8682727272727,22,-60560.5084,-156683.9687,167980.47870288097
1325,1324,-1604.537543859649,-984.8225701754386,114,-1047129.5151000001,-479646.17949999997,1151755.4770447188
1326,1325,1845.8625,553.5883796296296,108,-125738.5933,77660.78099,147788.33089604724
1327,1326,-759.9727,312.89227999999997,100,-320160.3568,59733.888470000005,325685.1109554284
1328,1327,-1439.5426199261992,-730.5527712177122,542,-1091652.37558,-38134.67833500002,1092318.2516103862
1329,1328,-1583.3545945945946,-851.2721351351352,37,-8328.76615,1296.65394,8429.095860263029
1330,1329,-1701.8341463414633,466.04236585365857,41,-1543.9050000000004,38499.18060000001,38530.125220669106
1331,1330,-1323.0584615384614,-883.7198461538462,39,-22291.089999999997,21739.835759999994,31137.006154411738
1332,1331,-1535.580340909091,-822.1514204545455,88,-9408.778049999999,65969.683,66637.25819325591
1333,1332,-1465.4591228070176,-789.2821228070175,57,8759.91957,72030.5645,72561.27350771573
1334,1333,-1284.774375,-844.01540625,32,-6749.231,627.3245000000001,6778.322441405487
1335,1334,-1439.407940140845,-856.9589154929578,568,-109778.81720199999,475957.63073,488453.73880889185
1336,1335,1855.1845945945947,615.8894054054053,37,33163.2841,21461.49085,39501.88605373098
1337,1336,1931.6997345132745,623.854592920354,113,-222748.37569,138029.41718,262047.62712068937
1338,1337,1852.2773282442747,693.3611984732825,131,-241461.5771,-126781.73800000001,272722.02387398033
1339,1338,-499.6653928571428,-1179.2225,28,44791.71469,-32574.8395,55384.27460318607
1340,1339,477.57047826086955,-1389.4130434782608,23,-7332.575000000001,5139.999000000002,8954.677316945934
1341,1340,2347.388125,1051.8871875,32,61167.768,-11761.0532,62288.186797137176
1342,1341,2457.8686470588236,1017.3267470588235,170,92032.46209,111012.8695,144200.6632195959
1343,1342,839.2638524229075,-161.96080352422908,454,-364842.71045,-252417.267167,443649.2760419645
1344,1343,1947.3823809523808,373.1300476190476,21,-17950.005,-481.73502299999996,17956.46814193732
1345,1344,1915.003859649123,719.9376140350878,57,-44367.971999999994,-3536.3994500000003,44508.68522505179
1346,1345,2499.7163963963967,904.915081081081,111,-609048.5221000001,3141531.16325,3200024.7111456958
1347,1346,2610.19,867.1418333333332,24,16250.7281,-7463.998600000001,17882.881168338943
1348,1347,778.2875454545455,-1183.295681818182,88,-113454.3613,116886.44499999999,162893.62517523195
1349,1348,-2169.296345177665,348.2984467005076,197,-232750.9516,-502501.22592,553787.4028197178
1350,1349,-282.4967307692308,-905.9972692307692,26,7115.911999999998,175085.62102999998,175230.1654825804
1351,1350,-1758.7720547945205,-184.01756164383562,73,-130585.90154,299765.1989,326973.77899851714
1352,1351,1150.6574285714285,-201.29505714285716,35,-11306.664900000003,-9239.456,14601.651219530895
1353,1352,2869.173,506.63739999999996,20,-103496.965,196564.882,222147.19129416233
1354,1353,-947.0682251655629,328.9378609271523,151,-165997.79940000002,80038.1026,184286.10168282027
1355,1354,923.9896315789474,-176.39494736842107,57,70170.92940000001,-89191.169,113485.7874821616
1356,1355,2330.27191011236,535.1276292134831,89,-39194.1667,219622.03567,223091.95694856896
1357,1356,2949.371111111111,596.4927037037037,27,-249817.378,-183078.614,309720.0368961554
1358,1357,-1231.6523076923077,-612.5535,26,-14803.996,7024.3376,16385.957899579436
1359,1358,2575.112068965517,337.4053793103448,87,-165315.1891,59074.36486,175553.10401921454
1360,1359,2535.4533333333334,459.2554761904762,21,-29504.02,-12070.8802,31877.787642230633
1361,1360,2743.001875,284.7365625,32,-19703.144999999997,11020.5665,22575.801400436423
1362,1361,2245.2048847926267,746.819870967742,217,-244677.2529,371147.41593,444541.74431453226
1363,1362,2133.7561904761906,722.6893333333334,21,77004.99236,-42851.6377,88125.09121660936
1364,1363,2672.8947517730494,471.4611028368794,282,-44263.00027,45423.61713,63423.32525242467
1365,1364,2662.5777429467084,786.519420062696,319,112443.873,256155.81941,279748.8666515892
1366,1365,2397.3940909090907,807.2032727272727,22,23686.8478,20034.2569,31023.188234537767
1367,1366,2652.165671641791,364.11689552238806,67,-32210.41258,-2317.2083660000003,32293.6546891999
1368,1367,2700.866153846154,409.3855897435898,39,-45443.367,11253.553,46816.0448929691
1369,1368,2727.4131386861313,363.3620875912409,137,-97366.06428,131599.57288,163702.77351216602
1370,1369,738.8186666666667,-1626.7766666666666,156,-254902.9063,-26564.046299999998,256283.3201673787
1371,1370,2503.7720588235293,825.9579705882353,34,-17537.317,-19565.524800000003,26274.84059433861
1372,1371,2302.5854285714286,650.4712285714286,35,-20688.792999999998,70744.5606,73707.6591019137
1373,1372,2126.409705882353,520.7251470588235,34,31184.1087,1080.9387299999999,31202.837434301226
1374,1373,2004.1243749999999,741.2986339285715,112,-169323.0268,-84240.27662,189120.89152107877
1375,1374,2163.3777551020407,579.0935102040816,49,22385.09571,19804.19644,29888.103094374677
1376,1375,2214.8233333333333,592.8776923076923,39,-70213.9411,-5754.944999999996,70449.39259317495
1377,1376,2307.038,701.67275,20,-2420.2878000000014,116414.5552,116439.71167711072
1378,1377,2046.0979230769228,680.1491846153846,130,-355304.60933,133309.8234,379490.28238689207
1379,1378,2120.1234615384615,642.277076923077,26,-15594.06593,6166.0088,16768.85675145638
1380,1379,2204.2920098039217,645.6226078431372,204,-25962.8545,272078.58977,273314.5236262064
1381,1380,1653.4936781609197,-15.72837751724138,87,164367.4111,-61031.1844,175332.40231338647
1382,1381,2752.781707317073,571.6239268292683,41,-865.9132,-40446.2308,40455.49890431217
1383,1382,2791.2934210526314,532.1483684210526,38,-136562.010475,-98762.73790000001,168532.67072730468
1384,1383,2838.0241463414636,545.3973170731707,41,40156.1836,54397.3259,67613.52044072043
1385,1384,2383.9763541666666,918.4103020833332,96,-26165.157000000007,-206855.1017,208503.3537863408
1386,1385,2680.465555555556,704.420888888889,27,-33537.058,-4487.492429999999,33835.954953343215
1387,1386,2108.5826829268294,1006.9470243902439,41,-1177.7073200000013,5151.1419,5284.056907861344
1388,1387,2306.4075000000003,838.93865,20,-12529.386760000003,-8273.901000000002,15014.758417619127
